lanes,is_intersection,is_two_way_street,bike_maneuver,vehicle_maneuver,maneuver_direction,sidewalk_climbs,running_red_light,drive_opposite_direction,bad_roundabout,driving_between_lanes,crossings_without_priority,is_bike_infringement,vehicle_speed_mean,vehicle_speed_min,vehicle_speed_max,distance_mean,distance_min,distance_max,bike_speed_mean,bike_speed_min,bike_speed_max,level,binary_risk
2,1,0,reverse,turn left,from_right,1,0,0,0,0,0,1,29.88373125,29.50663,30.00004,4.50833841964285,1.721683,9.577303,3.22714856249999,1.868737,4.092929,hard,danger
2,1,0,turn_right,turn left,opposite_direction,0,0,1,1,0,0,1,29.8642007407407,29.50001,30.00002,4.54769107407407,1.798299,9.388386,12.7759116049382,10.89675,13.03914,hard,danger
1,0,1,stop,turn left,opposite_direction,0,0,1,0,1,0,1,19.9685736904761,19.86667,20.00001,2.90082884642857,0.6993132,7.069278,5.01434236904761,3.64926,5.762939,normal,danger
2,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,19.9596913793103,19.86677,20.00027,4.325978,1.278842,9.450998,38.802828275862,37.21206,40.5079,normal,danger
3,1,1,straight,straight,same_direction,0,0,0,0,0,1,1,1.29580134728796,3.437069e-05,4.020052,4.47649585365853,1.48039,9.361535,27.3807156910569,26.64873,27.86087,hard,danger
1,0,1,straight,stop,opposite_direction,0,0,1,0,0,0,1,1.20079548199573,0.0001555247,6.734153,4.59046712790697,1.308438,9.491854,12.1081220038759,8.340173,14.15683,normal,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.8648471604938,29.5,30.00002,4.60883113580246,1.903838,9.441711,12.1942976543209,11.31204,12.88019,hard,danger
1,0,1,straight,straight,opposite_direction,0,0,0,0,0,0,0,8.39786138797814e-05,7.559409e-05,9.202991e-05,4.68645316393442,1.996517,9.543366,18.0655119125683,16.74399,19.92647,normal,danger
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,29.8662150746268,29.46001,30.00001,4.35415273134328,1.502338,9.266541,20.8091131343283,19.97492,21.64801,hard,danger
2,0,1,straight,straight,opposite_direction,1,0,1,0,0,0,1,14.1301488292682,6.840153,21.42017,3.15151463414634,1.377091,7.225405,6.88675885365853,5.815082,8.086268,hard,danger
2,1,0,turn_right,turn left,opposite_direction,1,0,1,1,0,0,1,19.9721219008264,19.86667,20.00002,4.60378765289256,1.89725,9.46034,7.06196672727272,5.515394,8.337458,hard,danger
1,0,1,straight,straight,opposite_direction,1,0,0,0,0,0,1,19.9832487837837,19.86667,20.00001,3.82902422027027,0.2273132,9.436115,27.4569929729729,27.01056,28.04919,normal,danger
1,1,1,straight,turn_right,from_left,0,0,1,0,0,1,1,15.8712542236024,12.67029,19.07107,3.59627608012422,0.819664,7.045038,3.2498237792795,0.0006779687,8.065883,hard,danger
1,0,1,straight,stop,same_direction,0,0,0,0,0,0,0,2.84457492783505e-05,2.189659e-05,3.024834e-05,4.25394552577319,1.236547,9.47508,35.1626254639175,32.57228,37.63427,normal,danger
3,1,1,turn_right,turn left,same_direction,0,0,0,0,0,0,0,46.5849253076923,14.62882,62.80233,5.63869111538461,1.485389,9.587812,21.1633384615384,17.58192,23.32979,hard,danger
4,1,0,stop,turn left,from_right,1,0,0,0,1,0,1,18.1611090816326,4.781064,30.0004,3.07060077448979,0.0,9.381276,2.96111079969387,0.04057761,6.591522,hard,collision
4,1,0,turn_right,turn left,opposite_direction,0,0,1,0,0,0,1,19.9061334444444,19.39972,21.20041,4.62582902222222,1.906946,9.542669,17.8263806666666,14.22839,18.58979,hard,danger
